epoch: 1  D_loss: 0.141206  G_loss: 76.447830  loss_pixel: 0.8159  best_loss_pixel: 0.7778  
epoch: 2  D_loss: 0.228062  G_loss: 58.741070  loss_pixel: 0.5981  best_loss_pixel: 0.5716  
epoch: 3  D_loss: 0.034568  G_loss: 42.399193  loss_pixel: 0.4122  best_loss_pixel: 0.3777  
epoch: 4  D_loss: 0.086597  G_loss: 33.550587  loss_pixel: 0.3042  best_loss_pixel: 0.2941  
epoch: 5  D_loss: 0.050867  G_loss: 26.268496  loss_pixel: 0.2138  best_loss_pixel: 0.1955  
epoch: 6  D_loss: 0.141670  G_loss: 17.367458  loss_pixel: 0.1092  best_loss_pixel: 0.1085  
epoch: 7  D_loss: 0.066188  G_loss: 16.853731  loss_pixel: 0.0964  best_loss_pixel: 0.1016  
epoch: 8  D_loss: 0.045138  G_loss: 17.215136  loss_pixel: 0.1020  best_loss_pixel: 0.0949  
epoch: 9  D_loss: 0.018567  G_loss: 16.838232  loss_pixel: 0.0945  best_loss_pixel: 0.0949  
epoch: 10  D_loss: 0.017810  G_loss: 16.940968  loss_pixel: 0.0988  best_loss_pixel: 0.0949  
epoch: 11  D_loss: 0.013753  G_loss: 16.606976  loss_pixel: 0.0925  best_loss_pixel: 0.0949  
epoch: 12  D_loss: 0.013220  G_loss: 16.338755  loss_pixel: 0.0937  best_loss_pixel: 0.0944  
epoch: 13  D_loss: 0.013457  G_loss: 16.252911  loss_pixel: 0.0968  best_loss_pixel: 0.0944  
epoch: 14  D_loss: 0.008501  G_loss: 16.233580  loss_pixel: 0.0916  best_loss_pixel: 0.0944  
epoch: 15  D_loss: 0.007621  G_loss: 16.247375  loss_pixel: 0.0939  best_loss_pixel: 0.0944  
epoch: 16  D_loss: 0.016264  G_loss: 16.545120  loss_pixel: 0.0937  best_loss_pixel: 0.0944  
epoch: 17  D_loss: 0.008241  G_loss: 16.560703  loss_pixel: 0.0947  best_loss_pixel: 0.0944  
epoch: 18  D_loss: 0.022119  G_loss: 16.421558  loss_pixel: 0.0978  best_loss_pixel: 0.0944  
epoch: 19  D_loss: 0.015904  G_loss: 16.303944  loss_pixel: 0.0980  best_loss_pixel: 0.0944  
epoch: 20  D_loss: 0.007632  G_loss: 16.529720  loss_pixel: 0.0919  best_loss_pixel: 0.0944  
epoch: 21  D_loss: 0.015604  G_loss: 16.239456  loss_pixel: 0.0917  best_loss_pixel: 0.0943  
epoch: 22  D_loss: 0.008848  G_loss: 16.454273  loss_pixel: 0.0928  best_loss_pixel: 0.0943  
epoch: 23  D_loss: 0.006930  G_loss: 16.433634  loss_pixel: 0.0944  best_loss_pixel: 0.0943  
epoch: 24  D_loss: 0.004404  G_loss: 16.248428  loss_pixel: 0.0945  best_loss_pixel: 0.0929  
epoch: 25  D_loss: 0.006507  G_loss: 16.361031  loss_pixel: 0.0937  best_loss_pixel: 0.0929  
epoch: 26  D_loss: 0.008471  G_loss: 16.174351  loss_pixel: 0.0919  best_loss_pixel: 0.0929  
epoch: 27  D_loss: 0.004410  G_loss: 16.021574  loss_pixel: 0.0923  best_loss_pixel: 0.0929  
epoch: 28  D_loss: 0.016894  G_loss: 15.967875  loss_pixel: 0.0954  best_loss_pixel: 0.0905  
epoch: 29  D_loss: 0.004103  G_loss: 15.971897  loss_pixel: 0.0918  best_loss_pixel: 0.0905  
epoch: 30  D_loss: 0.034301  G_loss: 16.047255  loss_pixel: 0.0912  best_loss_pixel: 0.0905  
epoch: 31  D_loss: 0.003030  G_loss: 15.724168  loss_pixel: 0.0903  best_loss_pixel: 0.0905  
epoch: 32  D_loss: 0.017852  G_loss: 15.894587  loss_pixel: 0.0924  best_loss_pixel: 0.0905  
epoch: 33  D_loss: 0.008323  G_loss: 15.803264  loss_pixel: 0.0907  best_loss_pixel: 0.0905  
epoch: 34  D_loss: 0.004231  G_loss: 15.693497  loss_pixel: 0.0923  best_loss_pixel: 0.0905  
epoch: 35  D_loss: 0.013707  G_loss: 15.476089  loss_pixel: 0.0886  best_loss_pixel: 0.0905  
epoch: 36  D_loss: 0.008256  G_loss: 15.497813  loss_pixel: 0.0919  best_loss_pixel: 0.0905  
epoch: 37  D_loss: 0.008344  G_loss: 15.891756  loss_pixel: 0.0949  best_loss_pixel: 0.0905  
epoch: 38  D_loss: 0.004721  G_loss: 15.532705  loss_pixel: 0.0900  best_loss_pixel: 0.0905  
epoch: 39  D_loss: 0.021021  G_loss: 15.687104  loss_pixel: 0.0907  best_loss_pixel: 0.0905  
epoch: 40  D_loss: 0.005380  G_loss: 15.414108  loss_pixel: 0.0881  best_loss_pixel: 0.0905  
epoch: 41  D_loss: 0.004355  G_loss: 15.573745  loss_pixel: 0.0890  best_loss_pixel: 0.0905  
epoch: 42  D_loss: 0.017197  G_loss: 15.344481  loss_pixel: 0.0878  best_loss_pixel: 0.0905  
epoch: 43  D_loss: 0.004351  G_loss: 15.391855  loss_pixel: 0.0893  best_loss_pixel: 0.0905  
epoch: 44  D_loss: 0.010432  G_loss: 15.356747  loss_pixel: 0.0875  best_loss_pixel: 0.0905  
epoch: 45  D_loss: 0.010970  G_loss: 15.349362  loss_pixel: 0.0938  best_loss_pixel: 0.0905  
epoch: 46  D_loss: 0.006477  G_loss: 15.262673  loss_pixel: 0.0907  best_loss_pixel: 0.0905  
epoch: 47  D_loss: 0.010454  G_loss: 15.188040  loss_pixel: 0.0893  best_loss_pixel: 0.0905  
epoch: 48  D_loss: 0.001614  G_loss: 15.195286  loss_pixel: 0.0883  best_loss_pixel: 0.0905  
epoch: 49  D_loss: 0.006466  G_loss: 15.449625  loss_pixel: 0.0893  best_loss_pixel: 0.0905  
epoch: 50  D_loss: 0.048634  G_loss: 15.729396  loss_pixel: 0.0906  best_loss_pixel: 0.0905  
epoch: 51  D_loss: 0.007176  G_loss: 15.321319  loss_pixel: 0.0875  best_loss_pixel: 0.0905  
epoch: 52  D_loss: 0.001474  G_loss: 15.119793  loss_pixel: 0.0854  best_loss_pixel: 0.0905  
epoch: 53  D_loss: 0.001079  G_loss: 15.226452  loss_pixel: 0.0882  best_loss_pixel: 0.0905  
epoch: 54  D_loss: 0.003231  G_loss: 15.269112  loss_pixel: 0.0891  best_loss_pixel: 0.0905  
epoch: 55  D_loss: 0.007918  G_loss: 15.120062  loss_pixel: 0.0860  best_loss_pixel: 0.0905  
epoch: 56  D_loss: 0.003600  G_loss: 15.140662  loss_pixel: 0.0877  best_loss_pixel: 0.0905  
epoch: 57  D_loss: 0.002031  G_loss: 15.095415  loss_pixel: 0.0870  best_loss_pixel: 0.0905  
epoch: 58  D_loss: 0.057888  G_loss: 15.400070  loss_pixel: 0.0877  best_loss_pixel: 0.0905  
epoch: 59  D_loss: 0.002179  G_loss: 15.012725  loss_pixel: 0.0880  best_loss_pixel: 0.0905  
epoch: 60  D_loss: 0.001324  G_loss: 15.362325  loss_pixel: 0.0906  best_loss_pixel: 0.0905  
epoch: 61  D_loss: 0.002630  G_loss: 15.154814  loss_pixel: 0.0903  best_loss_pixel: 0.0905  
epoch: 62  D_loss: 0.001070  G_loss: 15.090118  loss_pixel: 0.0901  best_loss_pixel: 0.0905  
epoch: 63  D_loss: 0.004569  G_loss: 15.104905  loss_pixel: 0.0894  best_loss_pixel: 0.0905  
epoch: 64  D_loss: 0.003029  G_loss: 15.067360  loss_pixel: 0.0885  best_loss_pixel: 0.0905  
epoch: 65  D_loss: 0.010542  G_loss: 15.000123  loss_pixel: 0.0885  best_loss_pixel: 0.0905  
epoch: 66  D_loss: 0.001531  G_loss: 15.013457  loss_pixel: 0.0903  best_loss_pixel: 0.0905  
epoch: 67  D_loss: 0.005607  G_loss: 15.041802  loss_pixel: 0.0855  best_loss_pixel: 0.0905  
epoch: 68  D_loss: 0.001792  G_loss: 15.287416  loss_pixel: 0.0914  best_loss_pixel: 0.0905  
epoch: 69  D_loss: 0.002345  G_loss: 15.135891  loss_pixel: 0.0878  best_loss_pixel: 0.0905  
epoch: 70  D_loss: 0.003476  G_loss: 14.985380  loss_pixel: 0.0877  best_loss_pixel: 0.0905  
epoch: 71  D_loss: 0.007061  G_loss: 15.079806  loss_pixel: 0.0882  best_loss_pixel: 0.0905  
epoch: 72  D_loss: 0.000908  G_loss: 14.933880  loss_pixel: 0.0879  best_loss_pixel: 0.0905  
epoch: 73  D_loss: 0.190279  G_loss: 14.379570  loss_pixel: 0.0909  best_loss_pixel: 0.0905  
epoch: 74  D_loss: 0.002884  G_loss: 15.168570  loss_pixel: 0.0886  best_loss_pixel: 0.0905  
epoch: 75  D_loss: 0.002280  G_loss: 15.283781  loss_pixel: 0.0903  best_loss_pixel: 0.0905  
epoch: 76  D_loss: 0.005621  G_loss: 15.202301  loss_pixel: 0.0901  best_loss_pixel: 0.0905  
epoch: 77  D_loss: 0.003878  G_loss: 14.963726  loss_pixel: 0.0884  best_loss_pixel: 0.0905  
epoch: 78  D_loss: 0.001621  G_loss: 14.951075  loss_pixel: 0.0875  best_loss_pixel: 0.0905  
epoch: 79  D_loss: 0.003849  G_loss: 14.933407  loss_pixel: 0.0858  best_loss_pixel: 0.0905  
epoch: 80  D_loss: 0.001768  G_loss: 14.981306  loss_pixel: 0.0862  best_loss_pixel: 0.0905  
epoch: 81  D_loss: 0.002746  G_loss: 15.036520  loss_pixel: 0.0894  best_loss_pixel: 0.0905  
epoch: 82  D_loss: 0.001607  G_loss: 14.987471  loss_pixel: 0.0891  best_loss_pixel: 0.0905  
epoch: 83  D_loss: 0.003258  G_loss: 14.865835  loss_pixel: 0.0890  best_loss_pixel: 0.0905  
epoch: 84  D_loss: 0.007602  G_loss: 14.967886  loss_pixel: 0.0880  best_loss_pixel: 0.0905  
epoch: 85  D_loss: 0.002463  G_loss: 14.917730  loss_pixel: 0.0858  best_loss_pixel: 0.0905  
epoch: 86  D_loss: 0.008132  G_loss: 14.808706  loss_pixel: 0.0874  best_loss_pixel: 0.0905  
epoch: 87  D_loss: 0.004506  G_loss: 14.916988  loss_pixel: 0.0859  best_loss_pixel: 0.0905  
epoch: 88  D_loss: 0.002837  G_loss: 15.095078  loss_pixel: 0.0946  best_loss_pixel: 0.0905  
epoch: 89  D_loss: 0.003821  G_loss: 14.834924  loss_pixel: 0.0857  best_loss_pixel: 0.0905  
epoch: 90  D_loss: 0.008190  G_loss: 14.844667  loss_pixel: 0.0885  best_loss_pixel: 0.0905  
epoch: 91  D_loss: 0.008624  G_loss: 15.033545  loss_pixel: 0.0890  best_loss_pixel: 0.0905  
epoch: 92  D_loss: 0.004370  G_loss: 14.952288  loss_pixel: 0.0871  best_loss_pixel: 0.0905  
epoch: 93  D_loss: 0.019898  G_loss: 15.105433  loss_pixel: 0.0857  best_loss_pixel: 0.0905  
epoch: 94  D_loss: 0.002343  G_loss: 14.860459  loss_pixel: 0.0866  best_loss_pixel: 0.0905  
epoch: 95  D_loss: 0.001906  G_loss: 14.619026  loss_pixel: 0.0862  best_loss_pixel: 0.0905  
epoch: 96  D_loss: 0.008305  G_loss: 14.814613  loss_pixel: 0.0850  best_loss_pixel: 0.0905  
epoch: 97  D_loss: 0.004751  G_loss: 14.740607  loss_pixel: 0.0902  best_loss_pixel: 0.0905  
epoch: 98  D_loss: 0.008454  G_loss: 14.749338  loss_pixel: 0.0862  best_loss_pixel: 0.0905  
epoch: 99  D_loss: 0.003425  G_loss: 14.670581  loss_pixel: 0.0864  best_loss_pixel: 0.0905  
epoch: 100  D_loss: 0.005461  G_loss: 14.721743  loss_pixel: 0.0890  best_loss_pixel: 0.0905  
epoch: 101  D_loss: 0.002527  G_loss: 14.614583  loss_pixel: 0.0859  best_loss_pixel: 0.0905  
epoch: 102  D_loss: 0.003223  G_loss: 14.458692  loss_pixel: 0.0882  best_loss_pixel: 0.0886  
epoch: 103  D_loss: 0.002765  G_loss: 14.609674  loss_pixel: 0.0894  best_loss_pixel: 0.0886  
epoch: 104  D_loss: 0.007223  G_loss: 14.400011  loss_pixel: 0.0849  best_loss_pixel: 0.0886  
epoch: 105  D_loss: 0.001294  G_loss: 14.413229  loss_pixel: 0.0803  best_loss_pixel: 0.0886  
epoch: 106  D_loss: 0.007815  G_loss: 14.384417  loss_pixel: 0.0824  best_loss_pixel: 0.0886  
epoch: 107  D_loss: 0.004481  G_loss: 14.422804  loss_pixel: 0.0875  best_loss_pixel: 0.0886  
epoch: 108  D_loss: 0.001246  G_loss: 14.333162  loss_pixel: 0.0855  best_loss_pixel: 0.0886  
epoch: 109  D_loss: 0.002286  G_loss: 14.452463  loss_pixel: 0.0869  best_loss_pixel: 0.0886  
epoch: 110  D_loss: 0.003482  G_loss: 14.306825  loss_pixel: 0.0854  best_loss_pixel: 0.0886  
epoch: 111  D_loss: 0.002795  G_loss: 14.419289  loss_pixel: 0.0881  best_loss_pixel: 0.0886  
epoch: 112  D_loss: 0.009846  G_loss: 14.471775  loss_pixel: 0.0865  best_loss_pixel: 0.0886  
epoch: 113  D_loss: 0.001667  G_loss: 14.411207  loss_pixel: 0.0833  best_loss_pixel: 0.0886  
epoch: 114  D_loss: 0.005077  G_loss: 14.412853  loss_pixel: 0.0849  best_loss_pixel: 0.0886  
epoch: 115  D_loss: 0.002521  G_loss: 14.329773  loss_pixel: 0.0882  best_loss_pixel: 0.0886  
epoch: 116  D_loss: 0.001501  G_loss: 14.398334  loss_pixel: 0.0868  best_loss_pixel: 0.0886  
epoch: 117  D_loss: 0.000851  G_loss: 14.349638  loss_pixel: 0.0848  best_loss_pixel: 0.0886  
epoch: 118  D_loss: 0.012748  G_loss: 14.409130  loss_pixel: 0.0847  best_loss_pixel: 0.0886  
epoch: 119  D_loss: 0.002144  G_loss: 14.404632  loss_pixel: 0.0854  best_loss_pixel: 0.0886  
epoch: 120  D_loss: 0.002545  G_loss: 14.212635  loss_pixel: 0.0827  best_loss_pixel: 0.0886  
epoch: 121  D_loss: 0.262121  G_loss: 13.557787  loss_pixel: 0.0841  best_loss_pixel: 0.0886  
epoch: 122  D_loss: 0.004834  G_loss: 14.390020  loss_pixel: 0.0888  best_loss_pixel: 0.0886  
epoch: 123  D_loss: 0.002447  G_loss: 14.307781  loss_pixel: 0.0870  best_loss_pixel: 0.0886  
epoch: 124  D_loss: 0.001703  G_loss: 14.428723  loss_pixel: 0.0871  best_loss_pixel: 0.0886  
epoch: 125  D_loss: 0.001366  G_loss: 14.130431  loss_pixel: 0.0800  best_loss_pixel: 0.0886  
epoch: 126  D_loss: 0.001441  G_loss: 14.173809  loss_pixel: 0.0840  best_loss_pixel: 0.0886  
epoch: 127  D_loss: 0.001320  G_loss: 14.458439  loss_pixel: 0.0853  best_loss_pixel: 0.0886  
epoch: 128  D_loss: 0.001214  G_loss: 14.341183  loss_pixel: 0.0862  best_loss_pixel: 0.0886  
epoch: 129  D_loss: 0.001225  G_loss: 14.292554  loss_pixel: 0.0878  best_loss_pixel: 0.0886  
epoch: 130  D_loss: 0.001118  G_loss: 14.282862  loss_pixel: 0.0838  best_loss_pixel: 0.0886  
epoch: 131  D_loss: 0.000951  G_loss: 14.260312  loss_pixel: 0.0819  best_loss_pixel: 0.0886  
epoch: 132  D_loss: 0.001409  G_loss: 14.444396  loss_pixel: 0.0880  best_loss_pixel: 0.0886  
epoch: 133  D_loss: 0.004636  G_loss: 14.172269  loss_pixel: 0.0832  best_loss_pixel: 0.0886  
epoch: 134  D_loss: 0.001236  G_loss: 14.374010  loss_pixel: 0.0855  best_loss_pixel: 0.0886  
epoch: 135  D_loss: 0.004857  G_loss: 14.112823  loss_pixel: 0.0838  best_loss_pixel: 0.0886  
epoch: 136  D_loss: 0.005870  G_loss: 14.225510  loss_pixel: 0.0861  best_loss_pixel: 0.0886  
epoch: 137  D_loss: 0.001394  G_loss: 14.104967  loss_pixel: 0.0840  best_loss_pixel: 0.0886  
epoch: 138  D_loss: 0.001221  G_loss: 14.216068  loss_pixel: 0.0870  best_loss_pixel: 0.0886  
epoch: 139  D_loss: 0.001927  G_loss: 14.317375  loss_pixel: 0.0876  best_loss_pixel: 0.0886  
epoch: 140  D_loss: 0.002453  G_loss: 14.155237  loss_pixel: 0.0873  best_loss_pixel: 0.0886  
epoch: 141  D_loss: 0.000791  G_loss: 14.014700  loss_pixel: 0.0829  best_loss_pixel: 0.0886  
epoch: 142  D_loss: 0.008519  G_loss: 14.253247  loss_pixel: 0.0847  best_loss_pixel: 0.0886  
epoch: 143  D_loss: 0.001857  G_loss: 14.097118  loss_pixel: 0.0847  best_loss_pixel: 0.0886  
epoch: 144  D_loss: 0.002946  G_loss: 14.056747  loss_pixel: 0.0827  best_loss_pixel: 0.0886  
epoch: 145  D_loss: 0.001194  G_loss: 14.211550  loss_pixel: 0.0845  best_loss_pixel: 0.0886  
epoch: 146  D_loss: 0.001463  G_loss: 14.286811  loss_pixel: 0.0905  best_loss_pixel: 0.0886  
epoch: 147  D_loss: 0.009961  G_loss: 14.178734  loss_pixel: 0.0855  best_loss_pixel: 0.0886  
epoch: 148  D_loss: 0.001716  G_loss: 14.371800  loss_pixel: 0.0893  best_loss_pixel: 0.0886  
epoch: 149  D_loss: 0.000441  G_loss: 14.138462  loss_pixel: 0.0837  best_loss_pixel: 0.0886  
epoch: 150  D_loss: 0.000928  G_loss: 14.213518  loss_pixel: 0.0838  best_loss_pixel: 0.0886  
epoch: 151  D_loss: 0.005688  G_loss: 14.241409  loss_pixel: 0.0860  best_loss_pixel: 0.0886  
epoch: 152  D_loss: 0.005246  G_loss: 14.101870  loss_pixel: 0.0819  best_loss_pixel: 0.0886  
epoch: 153  D_loss: 0.001938  G_loss: 14.151499  loss_pixel: 0.0807  best_loss_pixel: 0.0886  
