epoch: 1  D_loss: 0.140633  G_loss: 57.309914  loss_pixel: 0.5620  best_loss_pixel: 0.5385  
epoch: 2  D_loss: 0.118268  G_loss: 39.903759  loss_pixel: 0.3911  best_loss_pixel: 0.3403  
epoch: 3  D_loss: 0.169502  G_loss: 20.460249  loss_pixel: 0.1920  best_loss_pixel: 0.1584  
epoch: 4  D_loss: 0.283919  G_loss: 6.057289  loss_pixel: 0.0589  best_loss_pixel: 0.0422  
epoch: 5  D_loss: 0.079773  G_loss: 6.826458  loss_pixel: 0.0594  best_loss_pixel: 0.0422  
epoch: 6  D_loss: 0.271737  G_loss: 4.472891  loss_pixel: 0.0413  best_loss_pixel: 0.0422  
epoch: 7  D_loss: 0.196321  G_loss: 4.583796  loss_pixel: 0.0388  best_loss_pixel: 0.0422  
epoch: 8  D_loss: 0.153155  G_loss: 4.154972  loss_pixel: 0.0378  best_loss_pixel: 0.0422  
epoch: 9  D_loss: 0.110002  G_loss: 4.461757  loss_pixel: 0.0407  best_loss_pixel: 0.0422  
epoch: 10  D_loss: 0.184582  G_loss: 4.419804  loss_pixel: 0.0385  best_loss_pixel: 0.0422  
epoch: 11  D_loss: 0.169822  G_loss: 4.390790  loss_pixel: 0.0407  best_loss_pixel: 0.0422  
epoch: 12  D_loss: 0.196144  G_loss: 4.143830  loss_pixel: 0.0384  best_loss_pixel: 0.0422  
epoch: 13  D_loss: 0.129717  G_loss: 4.173963  loss_pixel: 0.0370  best_loss_pixel: 0.0422  
epoch: 14  D_loss: 0.182918  G_loss: 4.226101  loss_pixel: 0.0377  best_loss_pixel: 0.0422  
epoch: 15  D_loss: 0.115837  G_loss: 4.465164  loss_pixel: 0.0372  best_loss_pixel: 0.0422  
epoch: 16  D_loss: 0.182033  G_loss: 3.935038  loss_pixel: 0.0356  best_loss_pixel: 0.0422  
epoch: 17  D_loss: 0.136495  G_loss: 4.753444  loss_pixel: 0.0414  best_loss_pixel: 0.0422  
epoch: 18  D_loss: 0.119765  G_loss: 4.402922  loss_pixel: 0.0383  best_loss_pixel: 0.0422  
epoch: 19  D_loss: 0.168855  G_loss: 4.423678  loss_pixel: 0.0400  best_loss_pixel: 0.0422  
epoch: 20  D_loss: 0.252549  G_loss: 4.934152  loss_pixel: 0.0429  best_loss_pixel: 0.0422  
epoch: 21  D_loss: 0.143651  G_loss: 4.527599  loss_pixel: 0.0407  best_loss_pixel: 0.0422  
epoch: 22  D_loss: 0.183700  G_loss: 4.099291  loss_pixel: 0.0369  best_loss_pixel: 0.0422  
epoch: 23  D_loss: 0.252519  G_loss: 3.816963  loss_pixel: 0.0364  best_loss_pixel: 0.0422  
