epoch: 1  D_loss: 0.115722  G_loss: 81.977211  loss_pixel: 0.8091  best_loss_pixel: 0.7832  
epoch: 2  D_loss: 0.075764  G_loss: 65.269699  loss_pixel: 0.6439  best_loss_pixel: 0.6216  
epoch: 3  D_loss: 0.041254  G_loss: 46.642387  loss_pixel: 0.4577  best_loss_pixel: 0.4257  
epoch: 4  D_loss: 0.069401  G_loss: 26.498932  loss_pixel: 0.2590  best_loss_pixel: 0.2112  
epoch: 5  D_loss: 0.166319  G_loss: 7.679620  loss_pixel: 0.0731  best_loss_pixel: 0.0864  
epoch: 6  D_loss: 0.312985  G_loss: 4.617189  loss_pixel: 0.0436  best_loss_pixel: 0.0490  
epoch: 7  D_loss: 0.251531  G_loss: 4.100508  loss_pixel: 0.0383  best_loss_pixel: 0.0490  
epoch: 8  D_loss: 0.225441  G_loss: 3.626558  loss_pixel: 0.0339  best_loss_pixel: 0.0490  
epoch: 9  D_loss: 0.292642  G_loss: 4.591290  loss_pixel: 0.0442  best_loss_pixel: 0.0462  
epoch: 10  D_loss: 0.272458  G_loss: 4.473298  loss_pixel: 0.0428  best_loss_pixel: 0.0445  
epoch: 11  D_loss: 0.211444  G_loss: 4.506849  loss_pixel: 0.0396  best_loss_pixel: 0.0445  
epoch: 12  D_loss: 0.205435  G_loss: 4.446651  loss_pixel: 0.0392  best_loss_pixel: 0.0445  
epoch: 13  D_loss: 0.483090  G_loss: 4.750332  loss_pixel: 0.0360  best_loss_pixel: 0.0445  
epoch: 14  D_loss: 0.275301  G_loss: 4.154050  loss_pixel: 0.0386  best_loss_pixel: 0.0445  
epoch: 15  D_loss: 0.197185  G_loss: 4.460446  loss_pixel: 0.0410  best_loss_pixel: 0.0410  
epoch: 16  D_loss: 0.115529  G_loss: 4.334647  loss_pixel: 0.0369  best_loss_pixel: 0.0410  
epoch: 17  D_loss: 0.239717  G_loss: 4.149340  loss_pixel: 0.0391  best_loss_pixel: 0.0410  
epoch: 18  D_loss: 0.162549  G_loss: 3.994191  loss_pixel: 0.0358  best_loss_pixel: 0.0410  
epoch: 19  D_loss: 0.165092  G_loss: 4.200400  loss_pixel: 0.0367  best_loss_pixel: 0.0410  
epoch: 20  D_loss: 0.337596  G_loss: 4.627859  loss_pixel: 0.0347  best_loss_pixel: 0.0410  
epoch: 21  D_loss: 0.159178  G_loss: 3.748774  loss_pixel: 0.0339  best_loss_pixel: 0.0410  
epoch: 22  D_loss: 0.178330  G_loss: 4.139574  loss_pixel: 0.0360  best_loss_pixel: 0.0410  
epoch: 23  D_loss: 0.192919  G_loss: 3.805663  loss_pixel: 0.0341  best_loss_pixel: 0.0410  
epoch: 24  D_loss: 0.128325  G_loss: 4.187935  loss_pixel: 0.0383  best_loss_pixel: 0.0410  
epoch: 25  D_loss: 0.281189  G_loss: 4.085379  loss_pixel: 0.0373  best_loss_pixel: 0.0407  
epoch: 26  D_loss: 0.208451  G_loss: 4.577441  loss_pixel: 0.0394  best_loss_pixel: 0.0407  
epoch: 27  D_loss: 0.195592  G_loss: 3.935899  loss_pixel: 0.0357  best_loss_pixel: 0.0407  
epoch: 28  D_loss: 0.184705  G_loss: 3.831166  loss_pixel: 0.0352  best_loss_pixel: 0.0407  
epoch: 29  D_loss: 0.167180  G_loss: 4.106170  loss_pixel: 0.0380  best_loss_pixel: 0.0407  
epoch: 30  D_loss: 0.212065  G_loss: 3.656451  loss_pixel: 0.0344  best_loss_pixel: 0.0407  
epoch: 31  D_loss: 0.197878  G_loss: 4.062393  loss_pixel: 0.0367  best_loss_pixel: 0.0407  
epoch: 32  D_loss: 0.163030  G_loss: 3.982096  loss_pixel: 0.0353  best_loss_pixel: 0.0407  
epoch: 33  D_loss: 0.176417  G_loss: 4.403739  loss_pixel: 0.0405  best_loss_pixel: 0.0407  
epoch: 34  D_loss: 0.191935  G_loss: 4.514843  loss_pixel: 0.0385  best_loss_pixel: 0.0407  
epoch: 35  D_loss: 0.155427  G_loss: 4.264009  loss_pixel: 0.0364  best_loss_pixel: 0.0407  
epoch: 36  D_loss: 0.201878  G_loss: 3.602105  loss_pixel: 0.0326  best_loss_pixel: 0.0407  
epoch: 37  D_loss: 0.177769  G_loss: 4.428450  loss_pixel: 0.0386  best_loss_pixel: 0.0407  
epoch: 38  D_loss: 0.156615  G_loss: 3.870245  loss_pixel: 0.0355  best_loss_pixel: 0.0407  
epoch: 39  D_loss: 0.185850  G_loss: 3.958505  loss_pixel: 0.0332  best_loss_pixel: 0.0407  
epoch: 40  D_loss: 0.182645  G_loss: 3.616412  loss_pixel: 0.0333  best_loss_pixel: 0.0407  
epoch: 41  D_loss: 0.242152  G_loss: 3.612797  loss_pixel: 0.0344  best_loss_pixel: 0.0407  
epoch: 42  D_loss: 0.160886  G_loss: 3.861101  loss_pixel: 0.0338  best_loss_pixel: 0.0407  
epoch: 43  D_loss: 0.247084  G_loss: 3.925698  loss_pixel: 0.0344  best_loss_pixel: 0.0407  
epoch: 44  D_loss: 0.194242  G_loss: 4.266283  loss_pixel: 0.0359  best_loss_pixel: 0.0407  
epoch: 45  D_loss: 0.181384  G_loss: 4.323791  loss_pixel: 0.0364  best_loss_pixel: 0.0407  
epoch: 46  D_loss: 0.171791  G_loss: 3.965830  loss_pixel: 0.0347  best_loss_pixel: 0.0407  
epoch: 47  D_loss: 0.252103  G_loss: 3.543135  loss_pixel: 0.0339  best_loss_pixel: 0.0407  
epoch: 48  D_loss: 0.242678  G_loss: 3.646868  loss_pixel: 0.0342  best_loss_pixel: 0.0407  
epoch: 49  D_loss: 0.255535  G_loss: 3.144038  loss_pixel: 0.0301  best_loss_pixel: 0.0407  
epoch: 50  D_loss: 0.175214  G_loss: 3.799874  loss_pixel: 0.0341  best_loss_pixel: 0.0407  
epoch: 51  D_loss: 0.160037  G_loss: 3.976352  loss_pixel: 0.0347  best_loss_pixel: 0.0407  
epoch: 52  D_loss: 0.262331  G_loss: 3.382156  loss_pixel: 0.0324  best_loss_pixel: 0.0407  
epoch: 53  D_loss: 0.150332  G_loss: 4.467216  loss_pixel: 0.0383  best_loss_pixel: 0.0407  
epoch: 54  D_loss: 0.251312  G_loss: 4.128094  loss_pixel: 0.0371  best_loss_pixel: 0.0407  
epoch: 55  D_loss: 0.221865  G_loss: 3.514459  loss_pixel: 0.0329  best_loss_pixel: 0.0407  
epoch: 56  D_loss: 0.238239  G_loss: 3.558232  loss_pixel: 0.0342  best_loss_pixel: 0.0407  
epoch: 57  D_loss: 0.218397  G_loss: 3.540107  loss_pixel: 0.0333  best_loss_pixel: 0.0407  
epoch: 58  D_loss: 0.184119  G_loss: 3.852564  loss_pixel: 0.0347  best_loss_pixel: 0.0407  
epoch: 59  D_loss: 0.218160  G_loss: 3.425865  loss_pixel: 0.0317  best_loss_pixel: 0.0407  
epoch: 60  D_loss: 0.209023  G_loss: 3.549270  loss_pixel: 0.0314  best_loss_pixel: 0.0407  
epoch: 61  D_loss: 0.200147  G_loss: 3.459991  loss_pixel: 0.0304  best_loss_pixel: 0.0407  
epoch: 62  D_loss: 0.204200  G_loss: 3.514539  loss_pixel: 0.0328  best_loss_pixel: 0.0407  
epoch: 63  D_loss: 0.197259  G_loss: 3.681129  loss_pixel: 0.0332  best_loss_pixel: 0.0407  
epoch: 64  D_loss: 0.193729  G_loss: 3.693712  loss_pixel: 0.0312  best_loss_pixel: 0.0407  
epoch: 65  D_loss: 0.250656  G_loss: 4.013801  loss_pixel: 0.0322  best_loss_pixel: 0.0404  
epoch: 66  D_loss: 0.203894  G_loss: 3.828115  loss_pixel: 0.0305  best_loss_pixel: 0.0404  
epoch: 67  D_loss: 0.248592  G_loss: 3.563420  loss_pixel: 0.0322  best_loss_pixel: 0.0404  
epoch: 68  D_loss: 0.249902  G_loss: 3.397720  loss_pixel: 0.0313  best_loss_pixel: 0.0404  
epoch: 69  D_loss: 0.193061  G_loss: 3.393950  loss_pixel: 0.0306  best_loss_pixel: 0.0404  
epoch: 70  D_loss: 0.151760  G_loss: 3.851211  loss_pixel: 0.0324  best_loss_pixel: 0.0404  
epoch: 71  D_loss: 0.313999  G_loss: 3.547872  loss_pixel: 0.0331  best_loss_pixel: 0.0404  
epoch: 72  D_loss: 0.224991  G_loss: 3.487189  loss_pixel: 0.0328  best_loss_pixel: 0.0404  
epoch: 73  D_loss: 0.197917  G_loss: 3.516165  loss_pixel: 0.0314  best_loss_pixel: 0.0404  
epoch: 74  D_loss: 0.235280  G_loss: 3.544827  loss_pixel: 0.0335  best_loss_pixel: 0.0404  
epoch: 75  D_loss: 0.226580  G_loss: 3.286654  loss_pixel: 0.0306  best_loss_pixel: 0.0404  
epoch: 76  D_loss: 0.239063  G_loss: 3.673707  loss_pixel: 0.0331  best_loss_pixel: 0.0404  
epoch: 77  D_loss: 0.204148  G_loss: 3.377950  loss_pixel: 0.0308  best_loss_pixel: 0.0404  
epoch: 78  D_loss: 0.330636  G_loss: 3.727197  loss_pixel: 0.0336  best_loss_pixel: 0.0404  
epoch: 79  D_loss: 0.207613  G_loss: 3.820055  loss_pixel: 0.0326  best_loss_pixel: 0.0404  
epoch: 80  D_loss: 0.240658  G_loss: 3.277419  loss_pixel: 0.0299  best_loss_pixel: 0.0404  
epoch: 81  D_loss: 0.200956  G_loss: 3.167708  loss_pixel: 0.0293  best_loss_pixel: 0.0404  
epoch: 82  D_loss: 0.232725  G_loss: 3.277133  loss_pixel: 0.0312  best_loss_pixel: 0.0404  
epoch: 83  D_loss: 0.202467  G_loss: 3.399239  loss_pixel: 0.0305  best_loss_pixel: 0.0404  
epoch: 84  D_loss: 0.218154  G_loss: 3.281751  loss_pixel: 0.0302  best_loss_pixel: 0.0404  
epoch: 85  D_loss: 0.211843  G_loss: 3.446094  loss_pixel: 0.0319  best_loss_pixel: 0.0404  
epoch: 86  D_loss: 0.169509  G_loss: 3.405976  loss_pixel: 0.0295  best_loss_pixel: 0.0404  
epoch: 87  D_loss: 0.235404  G_loss: 3.133162  loss_pixel: 0.0292  best_loss_pixel: 0.0404  
epoch: 88  D_loss: 0.177675  G_loss: 3.308447  loss_pixel: 0.0306  best_loss_pixel: 0.0404  
epoch: 89  D_loss: 0.191240  G_loss: 3.489169  loss_pixel: 0.0301  best_loss_pixel: 0.0404  
epoch: 90  D_loss: 0.177382  G_loss: 3.516351  loss_pixel: 0.0313  best_loss_pixel: 0.0404  
epoch: 91  D_loss: 0.177061  G_loss: 3.570918  loss_pixel: 0.0311  best_loss_pixel: 0.0404  
epoch: 92  D_loss: 0.180873  G_loss: 3.813879  loss_pixel: 0.0326  best_loss_pixel: 0.0404  
epoch: 93  D_loss: 0.200303  G_loss: 3.422510  loss_pixel: 0.0310  best_loss_pixel: 0.0404  
epoch: 94  D_loss: 0.182586  G_loss: 3.593061  loss_pixel: 0.0326  best_loss_pixel: 0.0404  
epoch: 95  D_loss: 0.222393  G_loss: 3.393498  loss_pixel: 0.0311  best_loss_pixel: 0.0404  
epoch: 96  D_loss: 0.274562  G_loss: 3.983082  loss_pixel: 0.0303  best_loss_pixel: 0.0404  
epoch: 97  D_loss: 0.221346  G_loss: 3.662891  loss_pixel: 0.0347  best_loss_pixel: 0.0404  
