epoch: 1  D_loss: 0.123123  G_loss: 76.843460  loss_pixel: 0.7513  best_loss_pixel: 0.7102  
epoch: 2  D_loss: 0.056045  G_loss: 59.534912  loss_pixel: 0.5726  best_loss_pixel: 0.5412  
epoch: 3  D_loss: 0.058915  G_loss: 40.034267  loss_pixel: 0.3738  best_loss_pixel: 0.3420  
epoch: 4  D_loss: 0.111687  G_loss: 23.008713  loss_pixel: 0.2035  best_loss_pixel: 0.1851  
epoch: 5  D_loss: 0.080371  G_loss: 12.771448  loss_pixel: 0.0985  best_loss_pixel: 0.0849  
epoch: 6  D_loss: 0.264502  G_loss: 9.732634  loss_pixel: 0.0672  best_loss_pixel: 0.0650  
epoch: 7  D_loss: 0.229046  G_loss: 9.651287  loss_pixel: 0.0615  best_loss_pixel: 0.0629  
epoch: 8  D_loss: 0.200954  G_loss: 9.381762  loss_pixel: 0.0623  best_loss_pixel: 0.0629  
epoch: 9  D_loss: 0.197888  G_loss: 9.834717  loss_pixel: 0.0664  best_loss_pixel: 0.0629  
epoch: 10  D_loss: 0.142484  G_loss: 9.449836  loss_pixel: 0.0603  best_loss_pixel: 0.0629  
epoch: 11  D_loss: 0.115387  G_loss: 9.708832  loss_pixel: 0.0595  best_loss_pixel: 0.0604  
epoch: 12  D_loss: 0.033437  G_loss: 10.050837  loss_pixel: 0.0562  best_loss_pixel: 0.0604  
epoch: 13  D_loss: 0.193768  G_loss: 9.645961  loss_pixel: 0.0564  best_loss_pixel: 0.0604  
epoch: 14  D_loss: 0.060040  G_loss: 10.266617  loss_pixel: 0.0538  best_loss_pixel: 0.0604  
epoch: 15  D_loss: 0.039558  G_loss: 10.526611  loss_pixel: 0.0533  best_loss_pixel: 0.0604  
epoch: 16  D_loss: 0.009750  G_loss: 10.181517  loss_pixel: 0.0538  best_loss_pixel: 0.0589  
epoch: 17  D_loss: 0.011712  G_loss: 9.969688  loss_pixel: 0.0508  best_loss_pixel: 0.0581  
epoch: 18  D_loss: 0.025358  G_loss: 10.014633  loss_pixel: 0.0513  best_loss_pixel: 0.0581  
epoch: 19  D_loss: 0.040408  G_loss: 10.612862  loss_pixel: 0.0550  best_loss_pixel: 0.0581  
epoch: 20  D_loss: 0.090268  G_loss: 9.745354  loss_pixel: 0.0542  best_loss_pixel: 0.0581  
epoch: 21  D_loss: 0.072680  G_loss: 10.791068  loss_pixel: 0.0524  best_loss_pixel: 0.0553  
epoch: 22  D_loss: 0.077825  G_loss: 9.908567  loss_pixel: 0.0539  best_loss_pixel: 0.0553  
epoch: 23  D_loss: 0.080254  G_loss: 9.833050  loss_pixel: 0.0560  best_loss_pixel: 0.0553  
epoch: 24  D_loss: 0.365718  G_loss: 9.732618  loss_pixel: 0.0500  best_loss_pixel: 0.0553  
epoch: 25  D_loss: 0.051619  G_loss: 10.227440  loss_pixel: 0.0489  best_loss_pixel: 0.0514  
