epoch: 1  D_loss: 0.112938  G_loss: 56.807144  loss_pixel: 0.5579  best_loss_pixel: 0.5107  
epoch: 2  D_loss: 0.046486  G_loss: 39.697922  loss_pixel: 0.3880  best_loss_pixel: 0.3554  
epoch: 3  D_loss: 0.040536  G_loss: 21.577282  loss_pixel: 0.2066  best_loss_pixel: 0.1840  
epoch: 4  D_loss: 0.119021  G_loss: 8.523964  loss_pixel: 0.0790  best_loss_pixel: 0.0556  
epoch: 5  D_loss: 0.243790  G_loss: 4.715690  loss_pixel: 0.0440  best_loss_pixel: 0.0484  
epoch: 6  D_loss: 0.297287  G_loss: 4.368965  loss_pixel: 0.0387  best_loss_pixel: 0.0484  
epoch: 7  D_loss: 0.219484  G_loss: 4.291943  loss_pixel: 0.0402  best_loss_pixel: 0.0484  
epoch: 8  D_loss: 0.198941  G_loss: 4.168759  loss_pixel: 0.0371  best_loss_pixel: 0.0484  
epoch: 9  D_loss: 0.161044  G_loss: 4.372184  loss_pixel: 0.0396  best_loss_pixel: 0.0475  
epoch: 10  D_loss: 0.197283  G_loss: 4.330415  loss_pixel: 0.0396  best_loss_pixel: 0.0475  
epoch: 11  D_loss: 0.172151  G_loss: 4.226618  loss_pixel: 0.0395  best_loss_pixel: 0.0475  
epoch: 12  D_loss: 0.243553  G_loss: 4.202650  loss_pixel: 0.0387  best_loss_pixel: 0.0475  
epoch: 13  D_loss: 0.171709  G_loss: 4.195421  loss_pixel: 0.0388  best_loss_pixel: 0.0475  
epoch: 14  D_loss: 0.188003  G_loss: 3.959318  loss_pixel: 0.0358  best_loss_pixel: 0.0475  
epoch: 15  D_loss: 0.373513  G_loss: 3.934228  loss_pixel: 0.0357  best_loss_pixel: 0.0475  
epoch: 16  D_loss: 0.357959  G_loss: 3.823071  loss_pixel: 0.0371  best_loss_pixel: 0.0475  
epoch: 17  D_loss: 0.117141  G_loss: 4.337368  loss_pixel: 0.0400  best_loss_pixel: 0.0475  
epoch: 18  D_loss: 0.210701  G_loss: 4.231653  loss_pixel: 0.0397  best_loss_pixel: 0.0475  
epoch: 19  D_loss: 0.188571  G_loss: 4.177287  loss_pixel: 0.0369  best_loss_pixel: 0.0475  
